Unnamed: 0,match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
469,Afghanistan Vs England,Afghanistan,13,Azmatullah Omarzai,8,6,1,0,133.33,out,T20I # 1840
470,Afghanistan Vs England,Afghanistan,15,Rashid Khan,0,1,0,0,0.00,out,T20I # 1840
471,Afghanistan Vs England,Afghanistan,17,Mujeeb Ur Rahman,0,1,0,0,0.00,out,T20I # 1840
472,Afghanistan Vs England,Afghanistan,19,Fareed Ahmad,2,4,0,0,50.00,out,T20I # 1840
473,Afghanistan Vs England,Afghanistan,20,Fazalhaq Farooqi,0,2,0,0,0.00,out,T20I # 1840
474,Afghanistan Vs England,England,1,Jos Buttler(c)†,18,18,3,0,100.00,out,T20I # 1840
475,Afghanistan Vs England,England,3,Alex Hales,19,20,0,1,95.00,out,T20I # 1840
476,Afghanistan Vs England,England,5,Dawid Malan,18,30,0,0,60.00,out,T20I # 1840
477,Afghanistan Vs England,England,7,Ben Stokes,2,4,0,0,50.00,out,T20I # 1840
478,Afghanistan Vs England,England,9,Liam Livingstone,29,21,3,0,138.09,out,T20I # 1840
479,Afghanistan Vs England,England,10,Harry Brook,7,6,0,0,116.66,out,T20I # 1840
480,Afghanistan Vs England,England,12,Moeen Ali,8,10,0,0,80.00,out,T20I # 1840
481,New Zealand Vs Australia,New Zealand,1,Finn Allen,42,16,5,3,262.50,out,T20I # 1839
482,New Zealand Vs Australia,New Zealand,3,Devon Conway†,92,58,7,2,158.62,out,T20I # 1839
483,New Zealand Vs Australia,New Zealand,4,Kane Williamson(c),23,23,1,1,100.00,out,T20I # 1839
484,New Zealand Vs Australia,New Zealand,6,Glenn Phillips,12,10,2,0,120.00,out,T20I # 1839
485,New Zealand Vs Australia,New Zealand,8,James Neesham,26,13,0,2,200.00,out,T20I # 1839
486,New Zealand Vs Australia,Australia,1,David Warner,5,6,1,0,83.33,out,T20I # 1839
487,New Zealand Vs Australia,Australia,3,Aaron Finch(c),13,11,1,1,118.18,out,T20I # 1839
488,New Zealand Vs Australia,Australia,5,Mitchell Marsh,16,12,2,1,133.33,out,T20I # 1839
489,New Zealand Vs Australia,Australia,7,Glenn Maxwell,28,20,3,1,140.00,out,T20I # 1839
490,New Zealand Vs Australia,Australia,9,Marcus Stoinis,7,14,0,0,50.00,out,T20I # 1839
491,New Zealand Vs Australia,Australia,11,Tim David,11,8,0,1,137.50,out,T20I # 1839
492,New Zealand Vs Australia,Australia,13,Matthew Wade†,2,4,0,0,50.00,out,T20I # 1839
493,New Zealand Vs Australia,Australia,15,Pat Cummins,21,18,2,1,116.66,out,T20I # 1839
494,New Zealand Vs Australia,Australia,17,Mitchell Starc,4,7,0,0,57.14,out,T20I # 1839
495,New Zealand Vs Australia,Australia,19,Adam Zampa,0,2,0,0,0.00,out,T20I # 1839
496,New Zealand Vs Australia,Australia,21,Josh Hazlewood,1,1,0,0,100.00,out,T20I # 1839
497,Scotland Vs Zimbabwe,Scotland,1,George Munsey,54,51,7,0,105.88,out,T20I # 1838
498,Scotland Vs Zimbabwe,Scotland,3,Michael Jones,4,5,1,0,80.00,out,T20I # 1838
499,Scotland Vs Zimbabwe,Scotland,5,Matthew Cross†,1,7,0,0,14.28,out,T20I # 1838
500,Scotland Vs Zimbabwe,Scotland,7,Richie Berrington(c),13,15,0,0,86.66,out,T20I # 1838
501,Scotland Vs Zimbabwe,Scotland,9,Calum MacLeod,25,26,1,0,96.15,out,T20I # 1838
502,Scotland Vs Zimbabwe,Scotland,11,Michael Leask,12,9,2,0,133.33,out,T20I # 1838
503,Scotland Vs Zimbabwe,Scotland,13,Chris Greaves,3,7,0,0,42.85,out,T20I # 1838
504,Scotland Vs Zimbabwe,Scotland,14,Josh Davey,4,3,0,0,133.33,out,T20I # 1838
505,Scotland Vs Zimbabwe,Zimbabwe,1,Regis Chakabva†,4,3,1,0,133.33,out,T20I # 1838
506,Scotland Vs Zimbabwe,Zimbabwe,3,Craig Ervine(c),58,54,6,0,107.40,out,T20I # 1838
507,Scotland Vs Zimbabwe,Zimbabwe,5,Wessly Madhevere,0,5,0,0,0.00,out,T20I # 1838
508,Scotland Vs Zimbabwe,Zimbabwe,7,Sean Williams,7,12,0,0,58.33,out,T20I # 1838
509,Scotland Vs Zimbabwe,Zimbabwe,9,Sikandar Raza,40,23,3,2,173.91,out,T20I # 1838
510,Scotland Vs Zimbabwe,Zimbabwe,11,Milton Shumba,11,11,0,0,100.00,out,T20I # 1838
511,Scotland Vs Zimbabwe,Zimbabwe,12,Ryan Burl,9,5,1,0,180.00,out,T20I # 1838
512,West Indies Vs Ireland,West Indies,1,Kyle Mayers,1,5,0,0,20.00,out,T20I # 1837
513,West Indies Vs Ireland,West Indies,3,Johnson Charles,24,18,3,1,133.33,out,T20I # 1837
514,West Indies Vs Ireland,West Indies,5,Evin Lewis,13,18,0,0,72.22,out,T20I # 1837
515,West Indies Vs Ireland,West Indies,7,Brandon King,62,48,6,1,129.16,out,T20I # 1837
516,West Indies Vs Ireland,West Indies,8,Nicholas Pooran(c)†,13,11,0,1,118.18,out,T20I # 1837
517,West Indies Vs Ireland,West Indies,10,Rovman Powell,6,8,1,0,75.00,out,T20I # 1837
518,West Indies Vs Ireland,West Indies,12,Odean Smith,19,12,1,2,158.33,out,T20I # 1837
519,West Indies Vs Ireland,Ireland,1,Paul Stirling,66,48,6,2,137.50,out,T20I # 1837
520,West Indies Vs Ireland,Ireland,2,Andy Balbirnie(c),37,23,3,3,160.86,out,T20I # 1837
521,West Indies Vs Ireland,Ireland,4,Lorcan Tucker†,45,35,2,2,128.57,out,T20I # 1837
522,United Arab Emirates Vs Namibia,United Arab Emirates,1,Muhammad Waseem,50,41,1,3,121.95,out,
523,United Arab Emirates Vs Namibia,United Arab Emirates,3,Vriitya Aravind†,21,32,2,0,65.62,out,
524,United Arab Emirates Vs Namibia,United Arab Emirates,5,CP Rizwan(c),43,29,3,1,148.27,out,
525,United Arab Emirates Vs Namibia,United Arab Emirates,6,Alishan Sharafu,4,4,0,0,100.00,out,
526,United Arab Emirates Vs Namibia,United Arab Emirates,8,Basil Hameed,25,14,2,2,178.57,out,
527,United Arab Emirates Vs Namibia,Namibia,1,Michael van Lingen,10,8,1,0,125.00,out,
528,United Arab Emirates Vs Namibia,Namibia,3,Stephan Baard,4,6,1,0,66.66,out,
529,United Arab Emirates Vs Namibia,Namibia,5,Jan Nicol Loftie-Eaton,1,6,0,0,16.66,out,
530,United Arab Emirates Vs Namibia,Namibia,7,Gerhard Erasmus(c),16,18,2,0,88.88,out,
531,United Arab Emirates Vs Namibia,Namibia,9,Jan Frylinck,14,17,1,0,82.35,out,
532,United Arab Emirates Vs Namibia,Namibia,11,JJ Smit,3,3,0,0,100.00,out,
533,United Arab Emirates Vs Namibia,Namibia,13,David Wiese,55,36,3,3,152.77,out,
534,United Arab Emirates Vs Namibia,Namibia,15,Zane Green†,2,3,0,0,66.66,out,
535,United Arab Emirates Vs Namibia,Namibia,17,Ruben Trumpelmann,25,24,1,1,104.16,out,
536,United Arab Emirates Vs Namibia,Namibia,18,Bernard Scholtz,1,1,0,0,100.00,out,
537,Sri Lanka Vs Netherlands,Sri Lanka,1,Pathum Nissanka,14,21,0,1,66.66,out,T20I # 1835
538,Sri Lanka Vs Netherlands,Sri Lanka,3,Kusal Mendis†,79,44,5,5,179.54,out,T20I # 1835
539,Sri Lanka Vs Netherlands,Sri Lanka,5,Dhananjaya de Silva,0,1,0,0,0.00,out,T20I # 1835
540,Sri Lanka Vs Netherlands,Sri Lanka,7,Charith Asalanka,31,30,3,0,103.33,out,T20I # 1835
541,Sri Lanka Vs Netherlands,Sri Lanka,9,Bhanuka Rajapaksa,19,13,2,0,146.15,out,T20I # 1835
542,Sri Lanka Vs Netherlands,Sri Lanka,11,Dasun Shanaka(c),8,5,0,1,160.00,out,T20I # 1835
543,Sri Lanka Vs Netherlands,Sri Lanka,13,Wanindu Hasaranga,5,4,0,0,125.00,out,T20I # 1835
544,Sri Lanka Vs Netherlands,Sri Lanka,14,Chamika Karunaratne,2,2,0,0,100.00,out,T20I # 1835
545,Sri Lanka Vs Netherlands,Netherlands,1,Max O'Dowd,71,53,6,3,133.96,out,T20I # 1835
546,Sri Lanka Vs Netherlands,Netherlands,2,Vikramjit Singh,7,14,0,0,50.00,out,T20I # 1835
547,Sri Lanka Vs Netherlands,Netherlands,4,Bas de Leede,14,10,1,1,140.00,out,T20I # 1835
548,Sri Lanka Vs Netherlands,Netherlands,6,Colin Ackermann,0,1,0,0,0.00,out,T20I # 1835
549,Sri Lanka Vs Netherlands,Netherlands,8,Tom Cooper,16,19,2,0,84.21,out,T20I # 1835
550,Sri Lanka Vs Netherlands,Netherlands,10,Scott Edwards(c)†,21,15,3,0,140.00,out,T20I # 1835
551,Sri Lanka Vs Netherlands,Netherlands,12,Tim Pringle,2,4,0,0,50.00,out,T20I # 1835
552,Sri Lanka Vs Netherlands,Netherlands,14,Timm van der Gugten,0,1,0,0,0.00,out,T20I # 1835
553,Sri Lanka Vs Netherlands,Netherlands,16,Fred Klaassen,3,3,0,0,100.00,out,T20I # 1835
554,Sri Lanka Vs Netherlands,Netherlands,18,Paul van Meekeren,0,0,0,0,-,out,T20I # 1835
555,Sri Lanka Vs Netherlands,Netherlands,20,Roelof van der Merwe,0,1,0,0,0.00,out,T20I # 1835
556,West Indies Vs Zimbabwe,West Indies,1,Kyle Mayers,13,12,2,0,108.33,out,T20I # 1834
557,West Indies Vs Zimbabwe,West Indies,3,Johnson Charles,45,36,3,2,125.00,out,T20I # 1834
558,West Indies Vs Zimbabwe,West Indies,5,Evin Lewis,15,18,1,0,83.33,out,T20I # 1834
559,West Indies Vs Zimbabwe,West Indies,7,Nicholas Pooran(c)†,7,9,0,0,77.77,out,T20I # 1834
560,West Indies Vs Zimbabwe,West Indies,9,Rovman Powell,28,21,1,2,133.33,out,T20I # 1834
561,West Indies Vs Zimbabwe,West Indies,11,Shamarh Brooks,0,3,0,0,0.00,out,T20I # 1834
562,West Indies Vs Zimbabwe,West Indies,13,Jason Holder,4,3,0,0,133.33,out,T20I # 1834
563,West Indies Vs Zimbabwe,West Indies,15,Akeal Hosein,23,18,2,0,127.77,out,T20I # 1834
564,West Indies Vs Zimbabwe,West Indies,16,Odean Smith,1,2,0,0,50.00,out,T20I # 1834
565,West Indies Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,27,19,3,1,142.10,out,T20I # 1834
566,West Indies Vs Zimbabwe,Zimbabwe,3,Regis Chakabva(c)†,13,9,3,0,144.44,out,T20I # 1834
567,West Indies Vs Zimbabwe,Zimbabwe,5,Tony Munyonga,2,6,0,0,33.33,out,T20I # 1834
568,West Indies Vs Zimbabwe,Zimbabwe,7,Sean Williams,1,2,0,0,50.00,out,T20I # 1834
569,West Indies Vs Zimbabwe,Zimbabwe,9,Sikandar Raza,14,8,1,1,175.00,out,T20I # 1834
570,West Indies Vs Zimbabwe,Zimbabwe,11,Milton Shumba,2,9,0,0,22.22,out,T20I # 1834
571,West Indies Vs Zimbabwe,Zimbabwe,13,Ryan Burl,17,19,3,0,89.47,out,T20I # 1834
572,West Indies Vs Zimbabwe,Zimbabwe,15,Luke Jongwe,29,22,3,1,131.81,out,T20I # 1834
573,West Indies Vs Zimbabwe,Zimbabwe,17,Richard Ngarava,2,6,0,0,33.33,out,T20I # 1834
574,West Indies Vs Zimbabwe,Zimbabwe,19,Tendai Chatara,3,8,0,0,37.50,out,T20I # 1834
575,West Indies Vs Zimbabwe,Zimbabwe,21,Blessing Muzarabani,1,4,0,0,25.00,out,T20I # 1834
576,Scotland Vs Ireland,Scotland,1,George Munsey,1,2,0,0,50.00,out,T20I # 1833
577,Scotland Vs Ireland,Scotland,3,Michael Jones,86,55,6,4,156.36,out,T20I # 1833
578,Scotland Vs Ireland,Scotland,5,Matthew Cross†,28,21,5,0,133.33,out,T20I # 1833
579,Scotland Vs Ireland,Scotland,7,Richie Berrington(c),37,27,3,1,137.03,out,T20I # 1833
580,Scotland Vs Ireland,Scotland,9,Michael Leask,17,13,2,0,130.76,out,T20I # 1833
581,Scotland Vs Ireland,Scotland,10,Calum MacLeod,0,3,0,0,0.00,out,T20I # 1833
582,Scotland Vs Ireland,Ireland,1,Paul Stirling,8,10,1,0,80.00,out,T20I # 1833
583,Scotland Vs Ireland,Ireland,3,Andy Balbirnie(c),14,12,2,0,116.66,out,T20I # 1833
584,Scotland Vs Ireland,Ireland,5,Lorcan Tucker†,20,17,2,0,117.64,out,T20I # 1833
585,Scotland Vs Ireland,Ireland,7,Harry Tector,14,16,1,0,87.50,out,T20I # 1833
586,Scotland Vs Ireland,Ireland,9,Curtis Campher,72,32,7,2,225.00,out,T20I # 1833
587,Scotland Vs Ireland,Ireland,10,George Dockrell,39,27,4,1,144.44,out,T20I # 1833
588,Sri Lanka Vs United Arab Emirates,Sri Lanka,1,Pathum Nissanka,74,60,6,2,123.33,out,
589,Sri Lanka Vs United Arab Emirates,Sri Lanka,3,Kusal Mendis†,18,13,2,0,138.46,out,
590,Sri Lanka Vs United Arab Emirates,Sri Lanka,5,Dhananjaya de Silva,33,21,3,1,157.14,out,
591,Sri Lanka Vs United Arab Emirates,Sri Lanka,7,Bhanuka Rajapaksa,5,8,0,0,62.50,out,
592,Sri Lanka Vs United Arab Emirates,Sri Lanka,9,Charith Asalanka,0,1,0,0,0.00,out,
593,Sri Lanka Vs United Arab Emirates,Sri Lanka,11,Dasun Shanaka(c),0,1,0,0,0.00,out,
594,Sri Lanka Vs United Arab Emirates,Sri Lanka,13,Wanindu Hasaranga,2,3,0,0,66.66,out,
595,Sri Lanka Vs United Arab Emirates,Sri Lanka,15,Chamika Karunaratne,8,11,1,0,72.72,out,
596,Sri Lanka Vs United Arab Emirates,Sri Lanka,17,Pramod Madushan,1,1,0,0,100.00,out,
597,Sri Lanka Vs United Arab Emirates,Sri Lanka,18,Dushmantha Chameera,1,1,0,0,100.00,out,
598,Sri Lanka Vs United Arab Emirates,United Arab Emirates,1,Muhammad Waseem,2,4,0,0,50.00,out,
599,Sri Lanka Vs United Arab Emirates,United Arab Emirates,3,Chirag Suri,14,19,3,0,73.68,out,
600,Sri Lanka Vs United Arab Emirates,United Arab Emirates,5,Aryan Lakra,1,3,0,0,33.33,out,
601,Sri Lanka Vs United Arab Emirates,United Arab Emirates,7,CP Rizwan(c),1,3,0,0,33.33,out,
602,Sri Lanka Vs United Arab Emirates,United Arab Emirates,9,Vriitya Aravind†,9,18,1,0,50.00,out,
603,Sri Lanka Vs United Arab Emirates,United Arab Emirates,11,Basil Hameed,2,6,0,0,33.33,out,
604,Sri Lanka Vs United Arab Emirates,United Arab Emirates,13,Aayan Afzal Khan,19,21,1,0,90.47,out,
605,Sri Lanka Vs United Arab Emirates,United Arab Emirates,15,Kashif Daud,0,4,0,0,0.00,out,
606,Sri Lanka Vs United Arab Emirates,United Arab Emirates,17,Karthik Meiyappan,4,8,0,0,50.00,out,
607,Sri Lanka Vs United Arab Emirates,United Arab Emirates,19,Junaid Siddique,18,16,1,1,112.50,out,
608,Sri Lanka Vs United Arab Emirates,United Arab Emirates,21,Zahoor Khan,1,1,0,0,100.00,out,
609,Namibia Vs Netherlands,Namibia,1,Michael van Lingen,20,19,3,0,105.26,out,T20I # 1830
610,Namibia Vs Netherlands,Namibia,3,Divan la Cock,0,2,0,0,0.00,out,T20I # 1830
611,Namibia Vs Netherlands,Namibia,5,Stephan Baard,19,22,0,0,86.36,out,T20I # 1830
612,Namibia Vs Netherlands,Namibia,7,Jan Nicol Loftie-Eaton,0,2,0,0,0.00,out,T20I # 1830
613,Namibia Vs Netherlands,Namibia,9,Jan Frylinck,43,48,1,1,89.58,out,T20I # 1830
614,Namibia Vs Netherlands,Namibia,11,Gerhard Erasmus(c),16,18,0,0,88.88,out,T20I # 1830
615,Namibia Vs Netherlands,Namibia,13,David Wiese,11,5,1,0,220.00,out,T20I # 1830
616,Namibia Vs Netherlands,Namibia,14,JJ Smit,5,4,1,0,125.00,out,T20I # 1830
617,Namibia Vs Netherlands,Netherlands,1,Max O'Dowd,35,35,1,1,100.00,out,T20I # 1830
618,Namibia Vs Netherlands,Netherlands,3,Vikramjit Singh,39,31,3,2,125.80,out,T20I # 1830
619,Namibia Vs Netherlands,Netherlands,5,Bas de Leede,30,30,2,0,100.00,out,T20I # 1830
620,Namibia Vs Netherlands,Netherlands,6,Tom Cooper,6,6,1,0,100.00,out,T20I # 1830
621,Namibia Vs Netherlands,Netherlands,8,Colin Ackermann,0,2,0,0,0.00,out,T20I # 1830
622,Namibia Vs Netherlands,Netherlands,10,Scott Edwards(c)†,1,5,0,0,20.00,out,T20I # 1830
623,Namibia Vs Netherlands,Netherlands,12,Tim Pringle,8,9,0,0,88.88,out,T20I # 1830
624,Zimbabwe Vs Ireland,Zimbabwe,1,Regis Chakabva†,0,2,0,0,0.00,out,T20I # 1828
625,Zimbabwe Vs Ireland,Zimbabwe,3,Craig Ervine(c),9,12,1,0,75.00,out,T20I # 1828
626,Zimbabwe Vs Ireland,Zimbabwe,5,Wessly Madhevere,22,19,4,0,115.78,out,T20I # 1828
627,Zimbabwe Vs Ireland,Zimbabwe,7,Sean Williams,12,11,0,1,109.09,out,T20I # 1828
628,Zimbabwe Vs Ireland,Zimbabwe,9,Sikandar Raza,82,48,5,5,170.83,out,T20I # 1828
629,Zimbabwe Vs Ireland,Zimbabwe,11,Milton Shumba,16,14,1,0,114.28,out,T20I # 1828
630,Zimbabwe Vs Ireland,Zimbabwe,13,Ryan Burl,1,4,0,0,25.00,out,T20I # 1828
631,Zimbabwe Vs Ireland,Zimbabwe,15,Luke Jongwe,20,10,3,0,200.00,out,T20I # 1828
632,Zimbabwe Vs Ireland,Ireland,1,Paul Stirling,0,2,0,0,0.00,out,T20I # 1828
633,Zimbabwe Vs Ireland,Ireland,3,Andy Balbirnie(c),3,4,0,0,75.00,out,T20I # 1828
634,Zimbabwe Vs Ireland,Ireland,5,Lorcan Tucker†,11,11,2,0,100.00,out,T20I # 1828
635,Zimbabwe Vs Ireland,Ireland,7,Harry Tector,1,4,0,0,25.00,out,T20I # 1828
636,Zimbabwe Vs Ireland,Ireland,9,Curtis Campher,27,22,1,0,122.72,out,T20I # 1828
637,Zimbabwe Vs Ireland,Ireland,11,George Dockrell,24,20,3,0,120.00,out,T20I # 1828
638,Zimbabwe Vs Ireland,Ireland,13,Gareth Delany,24,20,1,1,120.00,out,T20I # 1828
639,Zimbabwe Vs Ireland,Ireland,15,Mark Adair,9,10,0,1,90.00,out,T20I # 1828
640,Zimbabwe Vs Ireland,Ireland,17,Simi Singh,0,1,0,0,0.00,out,T20I # 1828
641,Zimbabwe Vs Ireland,Ireland,19,Barry McCarthy,22,16,1,2,137.50,out,T20I # 1828
642,Zimbabwe Vs Ireland,Ireland,20,Josh Little,7,11,1,0,63.63,out,T20I # 1828
643,Scotland Vs West Indies,Scotland,1,George Munsey,66,53,9,0,124.52,out,T20I # 1826
644,Scotland Vs West Indies,Scotland,2,Michael Jones,20,17,3,0,117.64,out,T20I # 1826
645,Scotland Vs West Indies,Scotland,4,Matthew Cross†,3,5,0,0,60.00,out,T20I # 1826
646,Scotland Vs West Indies,Scotland,6,Richie Berrington(c),16,14,0,1,114.28,out,T20I # 1826
647,Scotland Vs West Indies,Scotland,8,Calum MacLeod,23,14,4,0,164.28,out,T20I # 1826
648,Scotland Vs West Indies,Scotland,10,Michael Leask,4,6,0,0,66.66,out,T20I # 1826
649,Scotland Vs West Indies,Scotland,12,Chris Greaves,16,11,2,0,145.45,out,T20I # 1826
650,Scotland Vs West Indies,West Indies,1,Kyle Mayers,20,13,3,1,153.84,out,T20I # 1826
651,Scotland Vs West Indies,West Indies,3,Evin Lewis,14,13,1,1,107.69,out,T20I # 1826
652,Scotland Vs West Indies,West Indies,5,Brandon King,17,15,3,0,113.33,out,T20I # 1826
653,Scotland Vs West Indies,West Indies,7,Nicholas Pooran(c)†,5,9,0,0,55.55,out,T20I # 1826
654,Scotland Vs West Indies,West Indies,9,Shamarh Brooks,4,9,0,0,44.44,out,T20I # 1826
655,Scotland Vs West Indies,West Indies,11,Rovman Powell,5,6,0,0,83.33,out,T20I # 1826
656,Scotland Vs West Indies,West Indies,13,Jason Holder,38,33,4,1,115.15,out,T20I # 1826
657,Scotland Vs West Indies,West Indies,15,Akeal Hosein,1,1,0,0,100.00,out,T20I # 1826
658,Scotland Vs West Indies,West Indies,17,Alzarri Joseph,0,1,0,0,0.00,out,T20I # 1826
659,Scotland Vs West Indies,West Indies,19,Odean Smith,5,8,0,0,62.50,out,T20I # 1826
660,Scotland Vs West Indies,West Indies,21,Obed McCoy,2,3,0,0,66.66,out,T20I # 1826
661,United Arab Emirates Vs Netherlands,United Arab Emirates,1,Chirag Suri,12,20,1,0,60.00,out,
662,United Arab Emirates Vs Netherlands,United Arab Emirates,3,Muhammad Waseem,41,47,1,2,87.23,out,
663,United Arab Emirates Vs Netherlands,United Arab Emirates,5,Kashif Daud,15,14,0,1,107.14,out,
664,United Arab Emirates Vs Netherlands,United Arab Emirates,7,Vriitya Aravind†,18,21,0,0,85.71,out,
665,United Arab Emirates Vs Netherlands,United Arab Emirates,9,Zawar Farid,2,4,0,0,50.00,out,
666,United Arab Emirates Vs Netherlands,United Arab Emirates,11,Basil Hameed,4,4,1,0,100.00,out,
667,United Arab Emirates Vs Netherlands,United Arab Emirates,13,CP Rizwan(c),1,2,0,0,50.00,out,
668,United Arab Emirates Vs Netherlands,United Arab Emirates,15,Aayan Afzal Khan,5,7,0,0,71.42,out,
669,United Arab Emirates Vs Netherlands,United Arab Emirates,17,Karthik Meiyappan,0,0,0,0,-,out,
670,United Arab Emirates Vs Netherlands,United Arab Emirates,18,Junaid Siddique,0,1,0,0,0.00,out,
671,United Arab Emirates Vs Netherlands,Netherlands,1,Vikramjit Singh,10,7,2,0,142.85,out,
672,United Arab Emirates Vs Netherlands,Netherlands,3,Max O'Dowd,23,18,3,1,127.77,out,
673,United Arab Emirates Vs Netherlands,Netherlands,5,Bas de Leede,14,18,1,0,77.77,out,
674,United Arab Emirates Vs Netherlands,Netherlands,7,Colin Ackermann,17,19,1,0,89.47,out,
675,United Arab Emirates Vs Netherlands,Netherlands,9,Tom Cooper,8,16,0,0,50.00,out,
676,United Arab Emirates Vs Netherlands,Netherlands,11,Scott Edwards(c)†,16,19,0,0,84.21,out,
677,United Arab Emirates Vs Netherlands,Netherlands,12,Roelof van der Merwe,0,2,0,0,0.00,out,
678,United Arab Emirates Vs Netherlands,Netherlands,14,Tim Pringle,15,16,0,0,93.75,out,
679,United Arab Emirates Vs Netherlands,Netherlands,16,Logan van Beek,4,4,0,0,100.00,out,
680,Namibia Vs Sri Lanka,Namibia,1,Michael van Lingen,3,6,0,0,50.00,out,T20I # 1823
681,Namibia Vs Sri Lanka,Namibia,3,Divan la Cock,9,9,1,0,100.00,out,T20I # 1823
682,Namibia Vs Sri Lanka,Namibia,5,Jan Nicol Loftie-Eaton,20,12,1,2,166.66,out,T20I # 1823
683,Namibia Vs Sri Lanka,Namibia,7,Stephan Baard,26,24,2,0,108.33,out,T20I # 1823
684,Namibia Vs Sri Lanka,Namibia,9,Gerhard Erasmus(c),20,24,0,0,83.33,out,T20I # 1823
685,Namibia Vs Sri Lanka,Namibia,11,Jan Frylinck,44,28,4,0,157.14,out,T20I # 1823
686,Namibia Vs Sri Lanka,Namibia,13,David Wiese,0,1,0,0,0.00,out,T20I # 1823
687,Namibia Vs Sri Lanka,Namibia,15,JJ Smit,31,16,2,2,193.75,out,T20I # 1823
688,Namibia Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,9,10,1,0,90.00,out,T20I # 1823
689,Namibia Vs Sri Lanka,Sri Lanka,3,Kusal Mendis†,6,6,0,0,100.00,out,T20I # 1823
690,Namibia Vs Sri Lanka,Sri Lanka,5,Dhananjaya de Silva,12,11,1,0,109.09,out,T20I # 1823
691,Namibia Vs Sri Lanka,Sri Lanka,7,Danushka Gunathilaka,0,1,0,0,0.00,out,T20I # 1823
692,Namibia Vs Sri Lanka,Sri Lanka,9,Bhanuka Rajapaksa,20,21,2,0,95.23,out,T20I # 1823
693,Namibia Vs Sri Lanka,Sri Lanka,11,Dasun Shanaka(c),29,23,2,1,126.08,out,T20I # 1823
694,Namibia Vs Sri Lanka,Sri Lanka,13,Wanindu Hasaranga,4,8,0,0,50.00,out,T20I # 1823
695,Namibia Vs Sri Lanka,Sri Lanka,15,Chamika Karunaratne,5,8,0,0,62.50,out,T20I # 1823
696,Namibia Vs Sri Lanka,Sri Lanka,17,Pramod Madushan,0,0,0,0,-,out,T20I # 1823
697,Namibia Vs Sri Lanka,Sri Lanka,19,Dushmantha Chameera,8,15,0,0,53.33,out,T20I # 1823
698,Namibia Vs Sri Lanka,Sri Lanka,21,Maheesh Theekshana,11,11,0,1,100.00,out,T20I # 1823
